Company,Location_HQ,Country,Continent,Laid_Off,Date_layoffs,Percentage,Company_Size_before_Layoffs,Company_Size_after_layoffs,Industry,Stage,Money_Raised_in_$_mil,Year,lat,lng,Layoff_Month,Layoff_Quarter,Funding_Status,Layoff_Level
IRL,San Francisco Bay Area,USA,North America,25.0,2022-06-02,25.0,100.0,75.0,Consumer,Series C,197.0,2022,37.77493,-122.41942,6,2,Yes,Mild
Cybereason,Boston,USA,North America,100.0,2022-06-01,6.0,1667.0,1567.0,Security,Series F,750.0,2022,42.35843,-71.05977,6,2,Yes,Moderate
Udayy,Gurugram,India,Asia,100.0,2022-06-01,100.0,100.0,0.0,Education,Seed,2.0,2022,28.4601,77.02635,6,2,Yes,Moderate
2TM,Sao Paulo,Brazil,South America,90.0,2022-06-01,12.0,750.0,660.0,Crypto,Unknown,250.0,2022,-23.5475,-46.63611,6,2,Yes,Moderate
Curve,London,United Kingdom,Europe,65.0,2022-06-01,10.0,650.0,585.0,Finance,Series C,182.0,2022,51.50853,-0.12574,6,2,Yes,Moderate
Loom,San Francisco Bay Area,USA,North America,34.0,2022-06-01,14.0,243.0,209.0,Product,Series C,203.0,2022,37.77493,-122.41942,6,2,Yes,Mild
Impala,London,United Kingdom,Europe,30.0,2022-06-01,35.0,86.0,56.0,Travel,Series B,32.0,2022,51.50853,-0.12574,6,2,Yes,Mild
Tomo,Stamford,USA,North America,44.0,2022-05-31,33.0,133.0,89.0,Finance,Series A,110.0,2022,41.05343,-73.53873,5,2,Yes,Mild
BookClub,Salt Lake City,USA,North America,12.0,2022-05-31,25.0,48.0,36.0,Education,Series A,26.0,2022,40.76078,-111.89105,5,2,Yes,Mild
SWVL,Dubai,United Arabian Emirates,Asia,400.0,2022-05-30,32.0,1250.0,850.0,Transportation,Post-Ipo,132.0,2022,25.07725,55.30927,5,2,Yes,Heavy
Mobile Premier League,Bengaluru,India,Asia,100.0,2022-05-30,10.0,1000.0,900.0,Consumer,Series E,375.0,2022,12.97194,77.59369,5,2,Yes,Moderate
SumUp,Sao Paulo,Brazil,South America,100.0,2022-05-30,3.0,3333.0,3233.0,Finance,Unknown,50.0,2022,-23.5475,-46.63611,5,2,Yes,Moderate
FrontRow,Bengaluru,India,Asia,145.0,2022-05-27,30.0,483.0,338.0,Education,Series A,17.0,2022,12.97194,77.59369,5,2,Yes,Moderate
Uncapped,London,United Kingdom,Europe,29.0,2022-05-27,26.0,112.0,83.0,Finance,Unknown,118.0,2022,51.50853,-0.12574,5,2,Yes,Mild
VTEX,Sao Paulo,Brazil,South America,200.0,2022-05-26,13.0,1538.0,1338.0,Retail,Post-Ipo,365.0,2022,-23.5475,-46.63611,5,2,Yes,Heavy
Bitso,Mexico City,Mexico,North America,80.0,2022-05-26,11.0,727.0,647.0,Crypto,Series C,378.0,2022,19.42847,-99.12766,5,2,Yes,Moderate
Lacework,San Francisco Bay Area,USA,North America,300.0,2022-05-25,20.0,1500.0,1200.0,Security,Series D,1900.0,2022,37.38605,-122.08385,5,2,Yes,Heavy
Bolt,San Francisco Bay Area,USA,North America,240.0,2022-05-25,27.0,889.0,649.0,Finance,Series E,1300.0,2022,37.77493,-122.41942,5,2,Yes,Heavy
Kontist,Berlin,Germany,Europe,50.0,2022-05-25,25.0,200.0,150.0,Finance,Series B,53.0,2022,52.52437,13.41053,5,2,Yes,Moderate
Nuri,Berlin,Germany,Europe,45.0,2022-05-25,20.0,225.0,180.0,Finance,Series B,42.0,2022,52.52437,13.41053,5,2,Yes,Mild
Coterie Insurance,Cincinnati,USA,North America,30.0,2022-05-25,20.0,150.0,120.0,Finance,Series B,70.0,2022,39.12711,-84.51439,5,2,Yes,Mild
Gorillas,Berlin,Germany,Europe,300.0,2022-05-24,50.0,600.0,300.0,Food,Series C,1300.0,2022,52.52437,13.41053,5,2,Yes,Heavy
Klarna,Stockholm,Sweden,Europe,700.0,2022-05-23,10.0,7000.0,6300.0,Finance,Unknown,3700.0,2022,59.32938,18.06871,5,2,Yes,Heavy
Buenbit,Buenos Aires,Argentina,South America,80.0,2022-05-23,45.0,178.0,98.0,Crypto,Series A,11.0,2022,-34.61315,-58.37723,5,2,Yes,Moderate
BeyondMinds,Tel Aviv,Israel,Asia,65.0,2022-05-23,100.0,65.0,0.0,Data,Series A,16.0,2022,32.08088,34.78057,5,2,Yes,Moderate
ClickUp,San Diego,USA,North America,60.0,2022-05-23,7.0,857.0,797.0,Other,Series C,537.0,2022,32.71571,-117.16472,5,2,Yes,Moderate
Airtime,New York City,USA,North America,30.0,2022-05-23,20.0,150.0,120.0,Consumer,Series B,33.0,2022,40.71427,-74.00597,5,2,Yes,Mild
MFine,Bengaluru,India,Asia,600.0,2022-05-21,75.0,800.0,200.0,Healthcare,Series C,97.0,2022,12.97194,77.59369,5,2,Yes,Heavy
Latch,New York City,USA,North America,130.0,2022-05-20,28.0,464.0,334.0,Security,Post-Ipo,342.0,2022,40.71427,-74.00597,5,2,Yes,Moderate
Outside,Boulder,USA,North America,87.0,2022-05-20,15.0,580.0,493.0,Media,Series B,174.0,2022,40.01499,-105.27055,5,2,Yes,Moderate
Skillz,San Francisco Bay Area,USA,North America,70.0,2022-05-20,10.0,700.0,630.0,Consumer,Post-Ipo,287.0,2022,37.77493,-122.41942,5,2,Yes,Moderate
Cars24,Gurugram,India,Asia,600.0,2022-05-19,6.0,10000.0,9400.0,Transportation,Series G,1300.0,2022,28.4601,77.02635,5,2,Yes,Heavy
Vedantu,Bengaluru,India,Asia,424.0,2022-05-18,7.0,6057.0,5633.0,Education,Series E,292.0,2022,12.97194,77.59369,5,2,Yes,Heavy
Netflix,San Francisco Bay Area,USA,North America,150.0,2022-05-17,1.0,15000.0,14850.0,Media,Post-Ipo,121900.0,2022,37.22661,-121.97468,5,2,Yes,Moderate
Kry,Stockholm,Sweden,Europe,100.0,2022-05-17,10.0,1000.0,900.0,Healthcare,Series D,568.0,2022,59.32938,18.06871,5,2,Yes,Moderate
Picsart,Miami,USA,North America,90.0,2022-05-17,8.0,1125.0,1035.0,Consumer,Series C,195.0,2022,25.77427,-80.19366,5,2,Yes,Moderate
Zak,Sao Paulo,Brazil,South America,100.0,2022-05-16,40.0,250.0,150.0,Food,Series A,29.0,2022,-23.5475,-46.63611,5,2,Yes,Moderate
AliExpress Russia,Moscow,Russia,Europe,400.0,2022-05-14,40.0,1000.0,600.0,Retail,Acquired,60.0,2022,55.75222,37.61556,5,2,Yes,Heavy
DataRobot,Boston,USA,North America,70.0,2022-05-11,7.0,1000.0,930.0,Data,Series G,1000.0,2022,42.35843,-71.05977,5,2,Yes,Moderate
Carvana,Phoenix,USA,North America,2500.0,2022-05-10,12.0,20833.0,18333.0,Transportation,Post-Ipo,182.0,2022,33.44838,-112.07404,5,2,Yes,Heavy
Doma,San Francisco Bay Area,USA,North America,310.0,2022-05-10,15.0,2067.0,1757.0,Finance,Post-Ipo,679.0,2022,37.77493,-122.41942,5,2,Yes,Heavy
Pollen,London,United Kingdom,Europe,200.0,2022-05-10,33.0,606.0,406.0,Travel,Series C,238.0,2022,51.50853,-0.12574,5,2,Yes,Heavy
Latch,New York City,USA,North America,30.0,2022-05-10,6.0,500.0,470.0,Security,Post-Ipo,342.0,2022,40.71427,-74.00597,5,2,Yes,Mild
Meero,Paris,France,Europe,350.0,2022-05-09,50.0,700.0,350.0,Other,Series C,293.0,2022,48.85341,2.3488,5,2,Yes,Heavy
Vroom,New York City,USA,North America,270.0,2022-05-09,14.0,1929.0,1659.0,Transportation,Post-Ipo,182.0,2022,40.71427,-74.00597,5,2,Yes,Heavy
Reef,Miami,USA,North America,750.0,2022-05-06,5.0,15000.0,14250.0,Transportation,Unknown,182.0,2022,25.77427,-80.19366,5,2,Yes,Heavy
Vedantu,Bengaluru,India,Asia,200.0,2022-05-05,3.0,6667.0,6467.0,Education,Series E,292.0,2022,12.97194,77.59369,5,2,Yes,Heavy
Mural,San Francisco Bay Area,USA,North America,90.0,2022-05-05,10.0,900.0,810.0,Product,Series C,192.0,2022,37.77493,-122.41942,5,2,Yes,Moderate
On Deck,San Francisco Bay Area,USA,North America,72.0,2022-05-05,25.0,288.0,216.0,Education,Series A,20.0,2022,37.77493,-122.41942,5,2,Yes,Moderate
SEND,Sydney,Australia,Australia,300.0,2022-05-04,100.0,300.0,0.0,Food,Seed,3.0,2022,-33.86785,151.20732,5,2,Yes,Heavy
Cameo,Chicago,USA,North America,87.0,2022-05-04,25.0,348.0,261.0,Consumer,Unknown,165.0,2022,41.85003,-87.65005,5,2,Yes,Moderate
Mainstreet,San Francisco Bay Area,USA,North America,45.0,2022-05-04,30.0,150.0,105.0,Finance,Series A,64.0,2022,37.77493,-122.41942,5,2,Yes,Mild
Avo,Tel Aviv,Israel,Asia,500.0,2022-05-01,67.0,746.0,246.0,Food,Series B,45.0,2022,32.08088,34.78057,5,2,Yes,Heavy
Domestika,San Francisco Bay Area,USA,North America,150.0,2022-04-28,19.0,789.0,639.0,Education,Series D,130.0,2022,37.87159,-122.27275,4,2,Yes,Moderate
Robinhood,San Francisco Bay Area,USA,North America,340.0,2022-04-26,9.0,3778.0,3438.0,Finance,Post-Ipo,5600.0,2022,37.45383,-122.18219,4,2,Yes,Heavy
Bonsai,Toronto,Canada,North America,29.0,2022-04-26,34.0,85.0,56.0,Retail,Series A,27.0,2022,43.70643,-79.39864,4,2,Yes,Mild
Xiaohongshu,Shanghai,China,Asia,180.0,2022-04-21,9.0,2000.0,1820.0,Consumer,Series E,917.0,2022,31.22222,121.45806,4,2,Yes,Moderate
Facily,Sao Paulo,Brazil,South America,260.0,2022-04-20,30.0,867.0,607.0,Retail,Series D,502.0,2022,-23.5475,-46.63611,4,2,Yes,Heavy
Blend,San Francisco Bay Area,USA,North America,200.0,2022-04-19,10.0,2000.0,1800.0,Finance,Post-Ipo,665.0,2022,37.77493,-122.41942,4,2,Yes,Heavy
QuintoAndar,Sao Paulo,Brazil,South America,160.0,2022-04-19,4.0,4000.0,3840.0,Real Estate,Series E,755.0,2022,-23.5475,-46.63611,4,2,Yes,Moderate
Ahead,San Francisco Bay Area,USA,North America,44.0,2022-04-14,100.0,44.0,0.0,Healthcare,Unknown,9.0,2022,37.77493,-122.41942,4,2,Yes,Mild
Rad Power Bikes,Seattle,USA,North America,100.0,2022-04-12,14.0,714.0,614.0,Transportation,Series D,329.0,2022,47.60621,-122.33207,4,2,Yes,Moderate
Food52,New York City,USA,North America,20.0,2022-04-08,10.0,200.0,180.0,Food,Acquired,176.0,2022,40.71427,-74.00597,4,2,Yes,Mild
Unacademy,Bengaluru,India,Asia,1000.0,2022-04-07,17.0,5882.0,4882.0,Education,Series H,838.0,2022,12.97194,77.59369,4,2,Yes,Heavy
Legible,Vancouver,Canada,North America,23.0,2022-04-04,38.0,61.0,38.0,Media,Post-Ipo,3.0,2022,49.24966,-123.11934,4,2,Yes,Mild
Rasa,Berlin,Germany,Europe,59.0,2022-03-30,40.0,148.0,89.0,Data,Series B,40.0,2022,52.52437,13.41053,3,1,Yes,Moderate
Gopuff,Philadelphia,USA,North America,450.0,2022-03-29,3.0,15000.0,14550.0,Food,Series H,3400.0,2022,39.95238,-75.16362,3,1,Yes,Heavy
Thinkific,Vancouver,Canada,North America,100.0,2022-03-29,20.0,500.0,400.0,Education,Post-Ipo,22.0,2022,49.24966,-123.11934,3,1,Yes,Moderate
Storytel,Stockholm,Sweden,Europe,100.0,2022-03-17,10.0,1000.0,900.0,Media,Post-Ipo,275.0,2022,59.32938,18.06871,3,1,Yes,Moderate
Trell,Bengaluru,India,Asia,300.0,2022-03-15,50.0,600.0,300.0,Retail,Series B,62.0,2022,12.97194,77.59369,3,1,Yes,Heavy
Knock,New York City,USA,North America,115.0,2022-03-15,46.0,250.0,135.0,Real Estate,Unknown,654.0,2022,40.71427,-74.00597,3,1,Yes,Moderate
Better.com,New York City,USA,North America,3000.0,2022-03-08,33.0,9091.0,6091.0,Real Estate,Unknown,905.0,2022,40.71427,-74.00597,3,1,Yes,Heavy
Adaptive Biotechnology,Seattle,USA,North America,100.0,2022-03-08,12.0,833.0,733.0,Healthcare,Post-Ipo,406.0,2022,47.60621,-122.33207,3,1,Yes,Moderate
Hyperscience,New York City,USA,North America,100.0,2022-03-03,25.0,400.0,300.0,Data,Series E,289.0,2022,40.71427,-74.00597,3,1,Yes,Moderate
Wish,San Francisco Bay Area,USA,North America,190.0,2022-03-01,15.0,1267.0,1077.0,Retail,Post-Ipo,1600.0,2022,37.77493,-122.41942,3,1,Yes,Moderate
Virgin Hyperloop,Los Angeles,USA,North America,111.0,2022-02-21,50.0,222.0,111.0,Transportation,Unknown,368.0,2022,34.05223,-118.24368,2,1,Yes,Moderate
Liv Up,Sao Paulo,Brazil,South America,100.0,2022-02-16,15.0,667.0,567.0,Food,Series D,118.0,2022,-23.5475,-46.63611,2,1,Yes,Moderate
Homie,Salt Lake City,USA,North America,119.0,2022-02-14,29.0,410.0,291.0,Real Estate,Series B,35.0,2022,40.76078,-111.89105,2,1,Yes,Moderate
Hopin,London,United Kingdom,Europe,138.0,2022-02-10,12.0,1150.0,1012.0,Other,Series D,1000.0,2022,51.50853,-0.12574,2,1,Yes,Moderate
Daily Harvest,New York City,USA,North America,60.0,2022-02-10,20.0,300.0,240.0,Food,Series D,120.0,2022,40.71427,-74.00597,2,1,Yes,Moderate
Peloton,New York City,USA,North America,2800.0,2022-02-08,20.0,14000.0,11200.0,Fitness,Post-Ipo,182.0,2022,40.71427,-74.00597,2,1,Yes,Heavy
Rhino,New York City,USA,North America,57.0,2022-02-03,20.0,285.0,228.0,Real Estate,Unknown,133.0,2022,40.71427,-74.00597,2,1,Yes,Moderate
Gopuff,Philadelphia,USA,North America,100.0,2022-01-26,0.6622516556291391,15100.0,15000.0,Food,Series H,3400.0,2022,39.95238,-75.16362,1,1,Yes,Moderate
Glossier,New York City,USA,North America,80.0,2022-01-26,33.0,242.0,162.0,Consumer,Series E,266.0,2022,40.71427,-74.00597,1,1,Yes,Moderate
Delivery Hero,Berlin,Germany,Europe,300.0,2021-12-22,6.976744186046512,4300.0,4000.0,Food,Post-Ipo,182.0,2021,52.52437,13.41053,12,4,Yes,Heavy
Better.com,New York City,USA,North America,900.0,2021-12-01,9.0,10000.0,9100.0,Real Estate,Unknown,905.0,2021,40.71427,-74.00597,12,4,Yes,Heavy
BitTitan,Seattle,USA,North America,70.0,2021-11-18,27.0,259.0,189.0,Data,Acquired,46.0,2021,47.60621,-122.33207,11,4,Yes,Moderate
Zillow,Seattle,USA,North America,2000.0,2021-11-02,25.0,8000.0,6000.0,Real Estate,Post-Ipo,97.0,2021,47.60621,-122.33207,11,4,Yes,Heavy
Treehouse,Portland,USA,North America,41.0,2021-09-14,90.0,46.0,5.0,Education,Series B,12.0,2021,45.52345,-122.67621,9,3,Yes,Mild
Flockjay,San Francisco Bay Area,USA,North America,37.0,2021-08-24,50.0,74.0,37.0,Education,Series A,14.0,2021,37.77493,-122.41942,8,3,Yes,Mild
Katerra,San Francisco Bay Area,USA,North America,2434.0,2021-06-01,100.0,2434.0,0.0,Construction,Unknown,1600.0,2021,37.45383,-122.18219,6,2,Yes,Heavy
New Relic,San Francisco Bay Area,USA,North America,160.0,2021-04-06,7.0,2286.0,2126.0,Infrastructure,Post-Ipo,215.0,2021,37.77493,-122.41942,4,2,Yes,Moderate
Bounce,Bengaluru,India,Asia,200.0,2021-02-22,40.0,500.0,300.0,Transportation,Series D,214.0,2021,12.97194,77.59369,2,1,Yes,Heavy
Quandoo,Berlin,Germany,Europe,87.0,2021-02-03,20.0,435.0,348.0,Food,Acquired,39.0,2021,52.52437,13.41053,2,1,Yes,Moderate
Hubba,Toronto,Canada,North America,45.0,2021-02-01,100.0,45.0,0.0,Retail,Series B,61.0,2021,43.70643,-79.39864,2,1,Yes,Mild
Postmates,San Francisco Bay Area,USA,North America,180.0,2021-01-23,15.0,1200.0,1020.0,Food,Acquired,763.0,2021,37.77493,-122.41942,1,1,Yes,Moderate
Pocketmath,Singapore,Singapore,Asia,21.0,2021-01-20,100.0,21.0,0.0,Marketing,Unknown,20.0,2021,1.28967,103.85007,1,1,Yes,Mild
Dropbox,San Francisco Bay Area,USA,North America,315.0,2021-01-13,15.0,2100.0,1785.0,Other,Post-Ipo,1700.0,2021,37.77493,-122.41942,1,1,Yes,Heavy
Breather,Montreal,Canada,North America,120.0,2020-12-16,80.0,150.0,30.0,Real Estate,Series D,131.0,2020,45.50884,-73.58781,12,4,Yes,Moderate
Aya,Toronto,Canada,North America,5.0,2020-11-19,25.0,20.0,15.0,Finance,Seed,3.0,2020,43.70643,-79.39864,11,4,Yes,Mild
Bridge Connector,Nashville,USA,North America,154.0,2020-11-17,100.0,154.0,0.0,Healthcare,Series B,45.0,2020,36.16589,-86.78444,11,4,Yes,Moderate
Worksmith,Austin,USA,North America,30.0,2020-11-09,50.0,60.0,30.0,Retail,Unknown,4.0,2020,30.26715,-97.74306,11,4,Yes,Mild
Knotel,New York City,USA,North America,20.0,2020-10-29,8.0,250.0,230.0,Real Estate,Series C,560.0,2020,40.71427,-74.00597,10,4,Yes,Mild
GetYourGuide,Berlin,Germany,Europe,90.0,2020-10-14,17.0,529.0,439.0,Travel,Series E,656.0,2020,52.52437,13.41053,10,4,Yes,Moderate
Alto Pharmacy,San Francisco Bay Area,USA,North America,47.0,2020-09-29,6.0,783.0,736.0,Healthcare,Series D,356.0,2020,37.77493,-122.41942,9,3,Yes,Mild
NS8,Las Vegas,USA,North America,240.0,2020-09-11,95.0,253.0,13.0,Data,Series A,158.0,2020,36.17497,-115.13722,9,3,Yes,Heavy
Waze,San Francisco Bay Area,USA,North America,30.0,2020-09-09,5.0,600.0,570.0,Transportation,Acquired,67.0,2020,37.45383,-122.18219,9,3,Yes,Mild
GoBear,Singapore,Singapore,Asia,22.0,2020-09-01,11.0,200.0,178.0,Finance,Unknown,97.0,2020,1.28967,103.85007,9,3,Yes,Mild
MakeMyTrip,New Delhi,India,Asia,350.0,2020-08-31,10.0,3500.0,3150.0,Travel,Post-Ipo,548.0,2020,28.65195,77.23149,8,3,Yes,Heavy
SaleSan Franciscoorce,San Francisco Bay Area,USA,North America,1000.0,2020-08-26,2.0,50000.0,49000.0,Sales,Post-Ipo,65.0,2020,37.77493,-122.41942,8,3,Yes,Heavy
Docly,London,United Kingdom,Europe,8.0,2020-08-19,80.0,10.0,2.0,Healthcare,Seed,16.0,2020,51.50853,-0.12574,8,3,Yes,Mild
Mozilla,San Francisco Bay Area,USA,North America,250.0,2020-08-11,25.0,1000.0,750.0,Consumer,Unknown,2.0,2020,37.77493,-122.41942,8,3,Yes,Heavy
Eatsy,Singapore,Singapore,Asia,20.0,2020-08-08,100.0,20.0,0.0,Food,Seed,1.0,2020,1.28967,103.85007,8,3,Yes,Mild
Glossier,New York City,USA,North America,150.0,2020-08-07,38.0,395.0,245.0,Retail,Series D,186.0,2020,40.71427,-74.00597,8,3,Yes,Moderate
Thriver,Toronto,Canada,North America,75.0,2020-08-06,50.0,150.0,75.0,Food,Series B,53.0,2020,43.70643,-79.39864,8,3,Yes,Moderate
Buy.com / Rakuten,San Francisco Bay Area,USA,North America,87.0,2020-07-30,100.0,87.0,0.0,Retail,Acquired,42.0,2020,37.56299,-122.32553,7,3,Yes,Moderate
Procore,Los Angeles,USA,North America,180.0,2020-07-28,9.0,2000.0,1820.0,Construction,Unknown,649.0,2020,34.05223,-118.24368,7,3,Yes,Moderate
Swiggy,Bengaluru,India,Asia,350.0,2020-07-27,5.0,7000.0,6650.0,Food,Series I,1600.0,2020,12.97194,77.59369,7,3,Yes,Heavy
Zeitgold,Berlin,Germany,Europe,75.0,2020-07-27,72.0,104.0,29.0,Finance,Series B,60.0,2020,52.52437,13.41053,7,3,Yes,Moderate
Checkr,San Francisco Bay Area,USA,North America,64.0,2020-07-23,12.0,533.0,469.0,Hr,Series D,309.0,2020,37.77493,-122.41942,7,3,Yes,Moderate
LinkedIn,San Francisco Bay Area,USA,North America,960.0,2020-07-21,6.0,16000.0,15040.0,Recruiting,Acquired,154.0,2020,37.36883,-122.03635,7,3,Yes,Heavy
Lighter Capital,Seattle,USA,North America,22.0,2020-07-20,49.0,45.0,23.0,Finance,Series B,15.0,2020,47.60621,-122.33207,7,3,Yes,Mild
Optimizely,San Francisco Bay Area,USA,North America,60.0,2020-07-15,15.0,400.0,340.0,Marketing,Series D,251.0,2020,37.77493,-122.41942,7,3,Yes,Moderate
Skyscanner,Edinburgh,United Kingdom,Europe,300.0,2020-07-14,20.0,1500.0,1200.0,Travel,Acquired,197.0,2020,55.95206,-3.19648,7,3,Yes,Heavy
Zilingo,Singapore,Singapore,Asia,100.0,2020-07-09,12.0,833.0,733.0,Retail,Series D,307.0,2020,1.28967,103.85007,7,3,Yes,Moderate
G2,Chicago,USA,North America,17.0,2020-06-30,5.0,340.0,323.0,Marketing,Series C,101.0,2020,41.85003,-87.65005,6,2,Yes,Mild
Katerra,San Francisco Bay Area,USA,North America,400.0,2020-06-29,7.0,5714.0,5314.0,Construction,Series E,1300.0,2020,37.45383,-122.18219,6,2,Yes,Heavy
Bounce,Bengaluru,India,Asia,130.0,2020-06-29,22.0,591.0,461.0,Transportation,Series D,214.0,2020,12.97194,77.59369,6,2,Yes,Moderate
Sonos,New York City,USA,North America,174.0,2020-06-24,12.0,1450.0,1276.0,Consumer,Post-Ipo,455.0,2020,40.71427,-74.00597,6,2,Yes,Moderate
Gojek,Jakarta,Indonesia,Asia,430.0,2020-06-23,9.0,4778.0,4348.0,Transportation,Series F,4800.0,2020,-6.21462,106.84513,6,2,Yes,Heavy
ScaleFactor,Austin,USA,North America,90.0,2020-06-23,90.0,100.0,10.0,Finance,Series C,103.0,2020,30.26715,-97.74306,6,2,Yes,Moderate
Dark,San Francisco Bay Area,USA,North America,6.0,2020-06-23,100.0,6.0,0.0,Product,Seed,3.0,2020,37.77493,-122.41942,6,2,Yes,Mild
Intuit,San Francisco Bay Area,USA,North America,715.0,2020-06-22,7.0,10214.0,9499.0,Finance,Post-Ipo,18.0,2020,37.38605,-122.08385,6,2,Yes,Heavy
Navi,Bengaluru,India,Asia,40.0,2020-06-17,25.0,160.0,120.0,Finance,Private Equity,582.0,2020,12.97194,77.59369,6,2,Yes,Mild
PaisaBazaar,Gurugram,India,Asia,1500.0,2020-06-16,50.0,3000.0,1500.0,Finance,Series G,496.0,2020,28.4601,77.02635,6,2,Yes,Heavy
Grab,Singapore,Singapore,Asia,360.0,2020-06-16,5.0,7200.0,6840.0,Transportation,Series I,182.0,2020,1.28967,103.85007,6,2,Yes,Heavy
